,SKU,FAMILY,DAY,QTY,TO
1293,ITEM-1294,FAMILY-7,1,2,5.56
1294,ITEM-1295,FAMILY-7,1,5,5.0
1295,ITEM-1296,FAMILY-7,1,0,0.0
1296,ITEM-1297,FAMILY-7,1,0,0.0
1297,ITEM-1298,FAMILY-7,1,1,2.48
1298,ITEM-1299,FAMILY-7,1,26,22.88
1299,ITEM-1300,FAMILY-7,1,1,18.98
1300,ITEM-1301,FAMILY-7,1,3,13.59
1301,ITEM-1302,FAMILY-7,1,2,3.96
1302,ITEM-1303,FAMILY-7,1,6,9.0
1303,ITEM-1304,FAMILY-7,1,5,14.9
1304,ITEM-1305,FAMILY-7,1,3,12.84
1305,ITEM-1306,FAMILY-7,1,5,14.9
1306,ITEM-1307,FAMILY-7,1,0,0.0
1307,ITEM-1308,FAMILY-7,1,4,11.92
1308,ITEM-1309,FAMILY-7,1,0,0.0
1309,ITEM-1310,FAMILY-7,1,0,0.0
1310,ITEM-1311,FAMILY-7,1,4,5.0
1311,ITEM-1312,FAMILY-7,1,147,147.0
1312,ITEM-1313,FAMILY-7,1,5,5.0
1313,ITEM-1314,FAMILY-7,1,16,48.0
1314,ITEM-1315,FAMILY-7,1,6,6.0
1315,ITEM-1316,FAMILY-7,1,0,0.0
1316,ITEM-1317,FAMILY-7,1,5,22.650000000000002
1317,ITEM-1318,FAMILY-7,1,4,5.92
1318,ITEM-1319,FAMILY-7,1,0,0.0
1319,ITEM-1320,FAMILY-7,1,5,12.350000000000001
1320,ITEM-1321,FAMILY-7,1,11,9.68
1321,ITEM-1322,FAMILY-7,1,1,3.98
1322,ITEM-1323,FAMILY-7,1,0,0.0
1323,ITEM-1324,FAMILY-7,1,0,0.0
1324,ITEM-1325,FAMILY-7,1,0,0.0
1325,ITEM-1326,FAMILY-7,1,5,9.9
1326,ITEM-1327,FAMILY-7,1,3,5.91
1327,ITEM-1328,FAMILY-7,1,7,6.16
1328,ITEM-1329,FAMILY-7,1,3,4.14
1329,ITEM-1330,FAMILY-7,1,30,37.5
1330,ITEM-1331,FAMILY-7,1,0,0.0
1331,ITEM-1332,FAMILY-7,1,22,27.5
1332,ITEM-1333,FAMILY-7,1,3,9.84
1333,ITEM-1334,FAMILY-7,1,5,20.0
1334,ITEM-1335,FAMILY-7,1,0,0.0
1335,ITEM-1336,FAMILY-7,1,14,27.72
1336,ITEM-1337,FAMILY-7,1,3,7.14
1337,ITEM-1338,FAMILY-7,1,2,11.96
1338,ITEM-1339,FAMILY-7,1,0,0.0
1339,ITEM-1340,FAMILY-7,1,0,0.0
1340,ITEM-1341,FAMILY-7,1,3,8.94
1341,ITEM-1342,FAMILY-7,1,7,13.86
1342,ITEM-1343,FAMILY-7,1,0,0.0
1343,ITEM-1344,FAMILY-7,1,20,29.6
1344,ITEM-1345,FAMILY-7,1,2,9.0
1345,ITEM-1346,FAMILY-7,1,0,0.0
1346,ITEM-1347,FAMILY-7,1,43,43.0
1347,ITEM-1348,FAMILY-7,1,0,0.0
1348,ITEM-1349,FAMILY-7,1,4,16.0
1349,ITEM-1350,FAMILY-7,1,8,11.84
15638,ITEM-901,FAMILY-5,2,3,6.0
15639,ITEM-902,FAMILY-5,2,2,3.36
15640,ITEM-903,FAMILY-5,2,8,15.76
15641,ITEM-904,FAMILY-5,2,1,3.97
15642,ITEM-905,FAMILY-5,2,0,0.0
15643,ITEM-906,FAMILY-5,2,2,15.94
15644,ITEM-907,FAMILY-5,2,0,0.0
15645,ITEM-908,FAMILY-5,2,1,8.88
15646,ITEM-909,FAMILY-5,2,5,14.399999999999999
15647,ITEM-910,FAMILY-5,2,2,4.0
15648,ITEM-911,FAMILY-5,2,0,0.0
15649,ITEM-912,FAMILY-5,2,3,7.14
15650,ITEM-913,FAMILY-5,2,8,31.76
15651,ITEM-914,FAMILY-5,2,2,4.36
15652,ITEM-915,FAMILY-5,2,5,9.85
15653,ITEM-916,FAMILY-5,2,0,0.0
15654,ITEM-917,FAMILY-5,2,0,0.0
15655,ITEM-918,FAMILY-5,2,4,8.0
15656,ITEM-919,FAMILY-5,2,0,0.0
15657,ITEM-920,FAMILY-5,2,0,0.0
15658,ITEM-921,FAMILY-5,2,4,6.32
15659,ITEM-922,FAMILY-5,2,4,12.48
15660,ITEM-923,FAMILY-5,2,2,4.76
15661,ITEM-924,FAMILY-5,2,0,0.0
15662,ITEM-925,FAMILY-5,2,0,0.0
15663,ITEM-926,FAMILY-5,2,1,5.14
15664,ITEM-927,FAMILY-5,2,5,14.7
15665,ITEM-928,FAMILY-5,2,3,3.0
15666,ITEM-929,FAMILY-5,2,5,10.0
15667,ITEM-930,FAMILY-5,2,0,0.0
15668,ITEM-931,FAMILY-5,2,2,3.96
15669,ITEM-932,FAMILY-5,2,1,3.25
15670,ITEM-933,FAMILY-5,2,3,4.5600000000000005
15671,ITEM-934,FAMILY-5,2,2,5.16
15672,ITEM-935,FAMILY-5,2,1,2.98
15673,ITEM-936,FAMILY-5,2,4,13.72
15674,ITEM-937,FAMILY-5,2,11,24.53
15675,ITEM-938,FAMILY-5,2,3,8.19
15676,ITEM-939,FAMILY-5,2,0,0.0
15677,ITEM-940,FAMILY-5,2,27,80.46
15678,ITEM-941,FAMILY-5,2,0,0.0
15679,ITEM-942,FAMILY-5,2,16,10.24
15680,ITEM-943,FAMILY-5,2,2,13.96
15681,ITEM-944,FAMILY-5,2,0,0.0
15682,ITEM-945,FAMILY-5,2,0,0.0
15683,ITEM-946,FAMILY-5,2,9,22.14
15684,ITEM-947,FAMILY-5,2,18,202.32
15685,ITEM-948,FAMILY-5,2,4,20.48
15686,ITEM-949,FAMILY-5,2,1,2.68
15687,ITEM-950,FAMILY-5,2,0,0.0
15688,ITEM-951,FAMILY-5,2,0,0.0
15689,ITEM-952,FAMILY-5,2,0,0.0
15690,ITEM-953,FAMILY-5,2,1,3.25
15691,ITEM-954,FAMILY-5,2,0,0.0
15692,ITEM-955,FAMILY-5,2,2,5.96
15693,ITEM-956,FAMILY-5,2,0,0.0
15694,ITEM-957,FAMILY-5,2,6,16.38
15695,ITEM-958,FAMILY-5,2,5,14.9
15696,ITEM-959,FAMILY-5,2,3,7.5
15697,ITEM-960,FAMILY-5,2,6,70.67999999999999
15698,ITEM-961,FAMILY-5,2,2,12.96
15699,ITEM-962,FAMILY-5,2,10,22.799999999999997
15700,ITEM-963,FAMILY-5,2,0,0.0
15701,ITEM-964,FAMILY-5,2,0,0.0
15702,ITEM-965,FAMILY-5,2,0,0.0
15703,ITEM-966,FAMILY-5,2,4,23.92
15704,ITEM-967,FAMILY-5,2,4,27.36
15705,ITEM-968,FAMILY-5,2,3,5.64
15706,ITEM-969,FAMILY-5,2,1,4.96
15707,ITEM-970,FAMILY-5,2,4,10.92
15708,ITEM-971,FAMILY-5,2,0,0.0
